560.001, 49.946, 497.256
560.001, 49.834, 499.259
560.001, 49.723, 501.265
560.001, 49.61, 503.288
560.001, 49.499, 505.296
560.001, 49.407, 507.362
560.001, 49.359, 509.372
560.001, 49.363, 511.426
560.001, 49.35, 513.575
560.001, 49.361, 515.652
560.001, 49.356, 517.769
560.001, 49.355, 519.775
560.001, 49.363, 521.791
560.001, 49.359, 523.802
560.001, 49.358, 525.873
560.001, 49.356, 527.891
560.001, 49.354, 529.94
560.001, 49.353, 531.969
560.001, 49.355, 534.157
560.001, 49.356, 536.259
560.001, 49.354, 538.359
560.001, 49.357, 540.392
560.001, 49.364, 542.581
560.001, 49.361, 544.699
560.001, 49.353, 546.748
560.001, 49.354, 548.92
560.001, 49.359, 551.008
560.001, 49.36, 553.053
560.001, 49.358, 555.054
560.001, 49.361, 557.213
560.001, 49.358, 559.288
560.001, 49.354, 561.488
560.001, 49.351, 563.538
560.001, 49.352, 565.555
560.001, 49.359, 567.759
560.001, 49.364, 569.898
560.001, 49.362, 571.975
560.001, 49.356, 574.005
560.001, 49.355, 576.131
560.001, 49.359, 578.385
560.001, 49.36, 580.494
560.001, 49.356, 582.7
560.001, 49.351, 584.895
560.0, 49.356, 587.032
560.0, 49.363, 589.113
560.0, 49.363, 591.142
560.0, 49.356, 593.363
560.0, 49.351, 595.606
560.0, 49.356, 597.709
560.0, 49.36, 599.906
560.0, 49.359, 602.076
560.0, 49.357, 604.183
560.0, 49.364, 606.236
560.0, 49.365, 608.238
560.0, 49.356, 610.43
560.0, 49.35, 612.557
560.0, 49.352, 614.619
560.0, 49.358, 616.835
560.0, 49.36, 618.977
560.0, 49.357, 621.05
560.0, 49.353, 623.053
560.0, 49.354, 625.177
560.0, 49.357, 627.22
560.0, 49.358, 629.363
560.0, 49.355, 631.419
560.0, 49.356, 633.549
560.0, 49.359, 635.582
560.0, 49.36, 637.669
560.005, 49.359, 639.788
560.057, 49.36, 641.915
560.177, 49.359, 644.039
560.357, 49.359, 646.039
560.673, 49.36, 648.111
561.147, 49.359, 650.15
561.738, 49.356, 652.137
562.368, 49.359, 654.072
563.021, 49.36, 656.015
563.727, 49.359, 657.965
564.504, 49.358, 659.908
565.351, 49.36, 661.826
566.278, 49.359, 663.659
567.321, 49.358, 665.416
568.459, 49.358, 667.136
569.614, 49.359, 668.796
570.835, 49.359, 670.49
572.065, 49.359, 672.078
573.401, 49.36, 673.599
574.813, 49.359, 675.016
576.335, 49.358, 676.396
577.895, 49.36, 677.662
579.577, 49.359, 678.848
581.384, 49.358, 679.945
583.155, 49.357, 680.911
585.021, 49.36, 681.878
586.943, 49.36, 682.851
588.871, 49.359, 683.787
590.748, 49.359, 684.62
592.715, 49.359, 685.385
594.77, 49.358, 686.039
596.78, 49.358, 686.551
598.836, 49.357, 686.984
600.924, 49.358, 687.364
603.07, 49.36, 687.663
605.221, 49.36, 687.85
607.377, 49.358, 687.941
609.535, 49.356, 687.981
611.602, 49.359, 687.998
613.739, 49.361, 688.006
615.766, 49.359, 688.012
617.813, 49.358, 688.033
619.958, 49.361, 688.077
622.061, 49.36, 688.129
624.108, 49.358, 688.177
626.225, 49.36, 688.208
628.285, 49.36, 688.198
630.433, 49.358, 688.122
632.529, 49.359, 688.038
634.623, 49.36, 687.978
636.667, 49.359, 687.942
638.762, 49.359, 687.915
640.877, 49.361, 687.97
642.924, 49.36, 688.159
644.913, 49.357, 688.447
646.985, 49.357, 688.793
648.998, 49.358, 689.145
651.09, 49.359, 689.519
653.12, 49.359, 689.888
655.226, 49.359, 690.285
657.34, 49.359, 690.708
659.327, 49.359, 691.14
661.349, 49.36, 691.632
663.389, 49.36, 692.237
665.364, 49.359, 692.936
667.284, 49.357, 693.713
669.264, 49.358, 694.596
671.193, 49.357, 695.494
673.022, 49.358, 696.361
674.951, 49.361, 697.284
676.782, 49.359, 698.183
678.58, 49.357, 699.112
680.47, 49.364, 700.177
682.291, 49.36, 701.257
684.072, 49.354, 702.343
685.813, 49.357, 703.43
687.615, 49.361, 704.567
689.427, 49.361, 705.718
691.117, 49.358, 706.821
692.811, 49.358, 707.969
694.59, 49.359, 709.254
696.224, 49.359, 710.471
697.955, 49.359, 711.776
699.693, 49.36, 713.1
701.278, 49.359, 714.343
702.94, 49.36, 715.692
704.589, 49.36, 717.069
706.123, 49.357, 718.367
707.71, 49.359, 719.72
709.268, 49.359, 721.042
710.975, 49.361, 722.422
712.705, 49.36, 723.707
714.479, 49.357, 724.951
716.266, 49.357, 726.174
717.971, 49.36, 727.362
719.726, 49.363, 728.642
721.408, 49.358, 729.94
723.068, 49.356, 731.233
724.745, 49.36, 732.512
726.437, 49.361, 733.76
728.194, 49.358, 735.015
729.852, 49.358, 736.181
731.577, 49.359, 737.384
733.221, 49.36, 738.528
734.907, 49.359, 739.692
736.618, 49.358, 740.861
738.353, 49.359, 742.011
740.13, 49.359, 743.129
741.972, 49.361, 744.167
743.815, 49.361, 745.086
745.721, 49.358, 745.923
747.592, 49.356, 746.692
749.518, 49.354, 747.456
751.464, 49.358, 748.213
753.432, 49.362, 748.97
755.47, 49.361, 749.703
757.473, 49.361, 750.331
759.497, 49.365, 750.826
761.508, 49.362, 751.198
763.687, 49.354, 751.515
765.686, 49.353, 751.737
767.838, 49.358, 751.89
769.978, 49.36, 751.983
772.116, 49.358, 752.018
774.268, 49.354, 751.978
776.357, 49.355, 751.917
778.414, 49.36, 751.889
780.425, 49.363, 751.934
782.616, 49.361, 752.033
784.655, 49.355, 752.138
786.857, 49.358, 752.241
788.875, 49.36, 752.303
790.905, 49.358, 752.349
793.063, 49.359, 752.361
795.208, 49.36, 752.326
797.272, 49.36, 752.262
799.307, 49.358, 752.187
801.39, 49.358, 752.104
803.544, 49.359, 752.015
805.581, 49.358, 751.928
807.693, 49.358, 751.822
809.843, 49.359, 751.693
811.952, 49.36, 751.525
814.088, 49.359, 751.334
816.252, 49.358, 751.13
818.407, 49.358, 750.904
820.575, 49.359, 750.651
822.763, 49.36, 750.362
824.96, 49.36, 750.025
827.108, 49.36, 749.589
829.161, 49.36, 749.079
831.128, 49.36, 748.528
833.219, 49.359, 747.965
835.176, 49.359, 747.508
837.299, 49.359, 747.044
839.41, 49.356, 746.542
841.371, 49.36, 746.02
843.31, 49.361, 745.427
845.293, 49.356, 744.76
847.293, 49.352, 744.041
849.321, 49.355, 743.285
851.374, 49.359, 742.507
853.451, 49.362, 741.713
855.361, 49.36, 740.98
857.321, 49.358, 740.228
859.326, 49.357, 739.443
861.353, 49.358, 738.625
863.329, 49.36, 737.768
865.253, 49.362, 736.876
867.159, 49.361, 735.884
868.988, 49.36, 734.84
870.807, 49.356, 733.704
872.601, 49.353, 732.574
874.374, 49.356, 731.482
876.175, 49.361, 730.428
877.963, 49.362, 729.373
879.709, 49.359, 728.328
881.455, 49.36, 727.244
883.161, 49.36, 726.134
884.804, 49.36, 724.944
886.385, 49.357, 723.695
887.942, 49.355, 722.37
889.539, 49.353, 721.006
891.105, 49.357, 719.69
892.709, 49.362, 718.391
894.283, 49.362, 717.086
895.827, 49.359, 715.776
897.488, 49.361, 714.302
899.095, 49.359, 712.779
900.606, 49.357, 711.264
902.116, 49.354, 709.705
903.647, 49.357, 708.1
905.064, 49.36, 706.602
906.518, 49.361, 705.059
907.968, 49.359, 703.489
909.406, 49.359, 701.873
910.796, 49.36, 700.197
912.14, 49.359, 698.505
913.424, 49.356, 696.849
914.677, 49.356, 695.19
915.906, 49.357, 693.517
917.132, 49.36, 691.816
918.371, 49.36, 690.079
919.634, 49.36, 688.299
920.93, 49.358, 686.467
922.069, 49.357, 684.801
923.195, 49.359, 683.084
924.346, 49.362, 681.159
925.401, 49.364, 679.216
926.405, 49.359, 677.238
927.359, 49.354, 675.284
928.325, 49.353, 673.257
929.183, 49.357, 671.437
930.037, 49.361, 669.61
930.894, 49.362, 667.771
931.768, 49.36, 665.893
932.655, 49.357, 663.983
933.507, 49.358, 662.101
934.342, 49.359, 660.185
935.128, 49.36, 658.277
935.895, 49.36, 656.304
936.591, 49.36, 654.351
937.234, 49.359, 652.343
937.806, 49.358, 650.348
938.338, 49.357, 648.362
938.854, 49.355, 646.357
939.367, 49.354, 644.319
939.877, 49.357, 642.259
940.384, 49.36, 640.195
940.858, 49.362, 638.159
941.306, 49.361, 636.092
941.686, 49.36, 634.031
942.016, 49.36, 632.016
942.311, 49.357, 629.969
942.585, 49.354, 627.91
942.85, 49.354, 625.819
943.109, 49.357, 623.695
943.364, 49.359, 621.57
943.609, 49.361, 619.434
943.813, 49.361, 617.298
943.96, 49.36, 615.127
944.029, 49.361, 613.01
944.043, 49.36, 610.879
944.011, 49.356, 608.748
943.994, 49.352, 606.627
944.009, 49.357, 604.566
944.08, 49.364, 602.525
944.155, 49.363, 600.492
944.229, 49.356, 598.424
944.305, 49.355, 596.304
944.385, 49.36, 594.162
944.45, 49.359, 592.011
944.496, 49.357, 589.863
944.505, 49.357, 587.706
944.491, 49.358, 585.508
944.465, 49.359, 583.267
944.431, 49.36, 581.01
944.38, 49.36, 578.776
944.29, 49.361, 576.582
944.125, 49.363, 574.432
943.896, 49.365, 572.32
943.612, 49.363, 570.266
943.26, 49.358, 568.227
942.846, 49.354, 566.205
942.357, 49.358, 564.257
941.753, 49.361, 562.109
941.106, 49.36, 560.012
940.415, 49.357, 557.964
939.658, 49.357, 555.974
938.775, 49.358, 553.989
937.738, 49.368, 552.017
936.557, 49.368, 550.124
935.259, 49.361, 548.299
934.017, 49.354, 546.724
932.69, 49.352, 545.149
931.312, 49.354, 543.581
929.876, 49.359, 542.034
